pairID,gold_label
40261771.jpg#1r1c,contradiction
40261771.jpg#1r1e,entailment
40261771.jpg#1r1n,neutral
4442309939.jpg#1r1n,entailment
4442309939.jpg#1r1e,entailment
4442309939.jpg#1r1c,contradiction
4015868140.jpg#4r1e,entailment
4015868140.jpg#4r1c,neutral
4015868140.jpg#4r1n,neutral
3275201035.jpg#2r1e,contradiction
3275201035.jpg#2r1n,neutral
3275201035.jpg#2r1c,neutral
6503926903.jpg#3r1e,neutral
6503926903.jpg#3r1c,entailment
6503926903.jpg#3r1n,contradiction
3205053031.jpg#3r1e,neutral
3205053031.jpg#3r1c,contradiction
3205053031.jpg#3r1n,neutral
3213517626.jpg#1r1c,entailment
3213517626.jpg#1r1e,entailment
3213517626.jpg#1r1n,entailment
4501954896.jpg#1r1c,contradiction
4501954896.jpg#1r1e,neutral
4501954896.jpg#1r1n,entailment
4501954896.jpg#2r1e,neutral
4501954896.jpg#2r1c,contradiction
4501954896.jpg#2r1n,entailment
4169121436.jpg#4r1e,contradiction
4169121436.jpg#4r1c,contradiction
4169121436.jpg#4r1n,neutral
4169121436.jpg#3r1n,entailment
4169121436.jpg#3r1c,contradiction
4169121436.jpg#3r1e,neutral
4467161305.jpg#3r1e,contradiction
4467161305.jpg#3r1n,contradiction
4467161305.jpg#3r1c,entailment
6790355893.jpg#2r1n,entailment
6790355893.jpg#2r1e,neutral
6790355893.jpg#2r1c,neutral
4934630252.jpg#0r1e,entailment
4934630252.jpg#0r1c,neutral
4934630252.jpg#0r1n,contradiction
3856967640.jpg#4r1c,entailment
3856967640.jpg#4r1e,contradiction
3856967640.jpg#4r1n,neutral
4872410393.jpg#0r1c,entailment
4872410393.jpg#0r1e,entailment
4872410393.jpg#0r1n,entailment
4637947642.jpg#3r1c,contradiction
4637947642.jpg#3r1n,contradiction
4637947642.jpg#3r1e,neutral
4897479032.jpg#0r1e,neutral
4897479032.jpg#0r1c,neutral
4897479032.jpg#0r1n,entailment
7432995570.jpg#0r1c,entailment
7432995570.jpg#0r1e,entailment
7432995570.jpg#0r1n,neutral
4745009944.jpg#0r1c,contradiction
4745009944.jpg#0r1e,neutral
4745009944.jpg#0r1n,neutral
4977153596.jpg#1r1n,entailment
4977153596.jpg#1r1c,entailment
4977153596.jpg#1r1e,entailment
3447007090.jpg#0r1c,entailment
3447007090.jpg#0r1e,entailment
3447007090.jpg#0r1n,entailment
5248756214.jpg#0r1n,neutral
5248756214.jpg#0r1c,neutral
5248756214.jpg#0r1e,neutral
2528552898.jpg#1r1n,neutral
2528552898.jpg#1r1e,neutral
2528552898.jpg#1r1c,neutral
2925161354.jpg#4r1n,contradiction
2925161354.jpg#4r1e,entailment
2925161354.jpg#4r1c,entailment
226065257.jpg#1r1e,contradiction
226065257.jpg#1r1c,neutral
226065257.jpg#1r1n,contradiction
976581518.jpg#0r1c,contradiction
976581518.jpg#0r1e,neutral
976581518.jpg#0r1n,neutral
4455622662.jpg#4r1c,entailment
4455622662.jpg#4r1e,entailment
4455622662.jpg#4r1n,neutral
4455622662.jpg#0r1e,contradiction
4455622662.jpg#0r1n,contradiction
4455622662.jpg#0r1c,neutral
2599610484.jpg#4r1c,neutral
2599610484.jpg#4r1n,neutral
2599610484.jpg#4r1e,entailment
95151149.jpg#0r1e,entailment
95151149.jpg#0r1n,entailment
95151149.jpg#0r1c,entailment
2609133063.jpg#3r1n,entailment
2609133063.jpg#3r1c,contradiction
2609133063.jpg#3r1e,entailment
297725738.jpg#1r1e,contradiction
297725738.jpg#1r1c,entailment
297725738.jpg#1r1n,neutral
297725738.jpg#0r1e,entailment
297725738.jpg#0r1c,entailment
297725738.jpg#0r1n,entailment
3356748019.jpg#3r1n,neutral
3356748019.jpg#3r1c,contradiction
3356748019.jpg#3r1e,contradiction
439584948.jpg#0r1c,entailment
439584948.jpg#0r1e,neutral
439584948.jpg#0r1n,entailment
2891240104.jpg#4r1n,neutral
2891240104.jpg#4r1c,neutral
2891240104.jpg#4r1e,neutral
5688558209.jpg#0r1e,contradiction
5688558209.jpg#0r1n,neutral
5688558209.jpg#0r1c,contradiction
2789350645.jpg#1r1e,contradiction
2789350645.jpg#1r1n,contradiction
2789350645.jpg#1r1c,contradiction
2619267133.jpg#1r1n,contradiction
2619267133.jpg#1r1e,entailment
2619267133.jpg#1r1c,neutral
4656549774.jpg#1r1c,neutral
4656549774.jpg#1r1n,entailment
3708244207.jpg#0r1e,contradiction
3708244207.jpg#0r1c,contradiction
3708244207.jpg#0r1n,neutral
3699318394.jpg#3r1n,contradiction
3699318394.jpg#3r1c,entailment
3699318394.jpg#3r1e,neutral
3080363242.jpg#0r1c,neutral
3080363242.jpg#0r1e,contradiction
3080363242.jpg#0r1n,neutral
3652764505.jpg#0r1c,contradiction
3652764505.jpg#0r1e,neutral
3652764505.jpg#0r1n,contradiction
8091220380.jpg#0r1e,contradiction
8091220380.jpg#0r1n,entailment
8091220380.jpg#0r1c,entailment
4901099086.jpg#3r1n,entailment
4901099086.jpg#3r1c,contradiction
311619377.jpg#3r1c,neutral
311619377.jpg#3r1n,entailment
311619377.jpg#3r1e,contradiction
3159569570.jpg#3r1e,entailment
3159569570.jpg#3r1n,entailment
3159569570.jpg#3r1c,contradiction
3522749949.jpg#0r1n,contradiction
3522749949.jpg#0r1c,entailment
3522749949.jpg#0r1e,entailment
4791485167.jpg#1r1c,entailment
4791485167.jpg#1r1e,neutral
4791485167.jpg#1r1n,neutral
2125288750.jpg#0r1e,entailment
2125288750.jpg#0r1c,contradiction
2125288750.jpg#0r1n,neutral
2125288750.jpg#2r1n,entailment
2125288750.jpg#2r1e,entailment
2125288750.jpg#2r1c,neutral
2806447.jpg#1r1c,contradiction
2806447.jpg#1r1n,entailment
2806447.jpg#1r1e,entailment
2309649133.jpg#0r1n,entailment
2309649133.jpg#0r1c,neutral
2309649133.jpg#0r1e,entailment
4857076027.jpg#3r1e,entailment
4857076027.jpg#3r1n,entailment
4857076027.jpg#3r1c,contradiction
325470375.jpg#3r1n,entailment
325470375.jpg#3r1c,contradiction
492358389.jpg#1r1n,neutral
492358389.jpg#1r1c,contradiction
492358389.jpg#1r1e,neutral
4652284040.jpg#1r1n,contradiction
4652284040.jpg#1r1c,contradiction
4652284040.jpg#1r1e,entailment
2944675019.jpg#4r1n,entailment
2944675019.jpg#4r1c,contradiction
2944675019.jpg#4r1e,contradiction
3232802293.jpg#2r1c,neutral
3232802293.jpg#2r1n,contradiction
3232802293.jpg#2r1e,entailment
3232802293.jpg#4r1c,neutral
3232802293.jpg#4r1n,contradiction
3232802293.jpg#4r1e,entailment
2993318965.jpg#0r1e,entailment
2993318965.jpg#0r1n,entailment
2993318965.jpg#0r1c,neutral
163804372.jpg#2r1e,contradiction
163804372.jpg#2r1c,entailment
163804372.jpg#2r1n,contradiction
2230983294.jpg#2r1e,neutral
2230983294.jpg#2r1n,neutral
2230983294.jpg#2r1c,entailment
4688958106.jpg#2r1c,neutral
4688958106.jpg#2r1n,entailment
4688958106.jpg#2r1e,neutral
3966311887.jpg#2r1c,entailment
3966311887.jpg#2r1e,entailment
3966311887.jpg#2r1n,entailment
4709236295.jpg#2r1e,entailment
4709236295.jpg#2r1c,contradiction
4709236295.jpg#2r1n,contradiction
3861381128.jpg#0r1c,neutral
3861381128.jpg#0r1e,entailment
3861381128.jpg#0r1n,neutral
6320068122.jpg#0r1e,contradiction
6320068122.jpg#0r1n,entailment
6320068122.jpg#0r1c,contradiction
6620547703.jpg#2r1n,entailment
6620547703.jpg#2r1e,contradiction
6620547703.jpg#2r1c,neutral
228949397.jpg#2r1e,contradiction
228949397.jpg#2r1n,entailment
228949397.jpg#2r1c,contradiction
6845811278.jpg#2r1c,entailment
6845811278.jpg#2r1e,contradiction
6845811278.jpg#2r1n,neutral
312644387.jpg#1r1n,entailment
312644387.jpg#1r1e,neutral
312644387.jpg#1r1c,contradiction
611910909.jpg#1r1c,contradiction
611910909.jpg#1r1e,contradiction
611910909.jpg#1r1n,entailment
2435508244.jpg#0r1n,entailment
2435508244.jpg#0r1c,entailment
2435508244.jpg#0r1e,neutral
578873882.jpg#1r1e,neutral
578873882.jpg#1r1c,entailment
37791887.jpg#0r1c,neutral
37791887.jpg#0r1e,entailment
37791887.jpg#0r1n,contradiction
6314474316.jpg#1r1e,contradiction
6314474316.jpg#1r1n,entailment
6314474316.jpg#1r1c,neutral
381754795.jpg#4r1c,contradiction
381754795.jpg#4r1n,entailment
381754795.jpg#4r1e,entailment
4905392047.jpg#3r1e,neutral
4905392047.jpg#3r1n,neutral
4905392047.jpg#3r1c,neutral
212857743.jpg#0r1e,neutral
212857743.jpg#0r1c,contradiction
3512003488.jpg#2r1c,neutral
3512003488.jpg#2r1n,neutral
3512003488.jpg#2r1e,neutral
3512003488.jpg#1r1n,neutral
3512003488.jpg#1r1c,neutral
3512003488.jpg#1r1e,neutral
3428386573.jpg#3r1e,contradiction
3428386573.jpg#3r1c,entailment
3428386573.jpg#3r1n,entailment
6846170910.jpg#1r1e,contradiction
6846170910.jpg#1r1n,contradiction
3231751379.jpg#2r1n,entailment
3231751379.jpg#2r1c,entailment
3231751379.jpg#2r1e,neutral
4841235184.jpg#1r1c,contradiction
4841235184.jpg#1r1n,contradiction
4841235184.jpg#1r1e,neutral
4404978183.jpg#3r1c,contradiction
4404978183.jpg#3r1n,contradiction
4404978183.jpg#3r1e,entailment
610802443.jpg#0r1n,entailment
610802443.jpg#0r1e,neutral
610802443.jpg#0r1c,neutral
7754834862.jpg#1r1e,entailment
7754834862.jpg#1r1c,neutral
7754834862.jpg#1r1n,contradiction
5222251832.jpg#3r1e,entailment
5222251832.jpg#3r1c,contradiction
5222251832.jpg#3r1n,contradiction
4574105974.jpg#1r1n,neutral
4574105974.jpg#1r1c,contradiction
4574105974.jpg#1r1e,entailment
3987123697.jpg#2r1e,contradiction
3987123697.jpg#2r1n,entailment
3987123697.jpg#2r1c,contradiction
7591663030.jpg#1r1n,contradiction
7591663030.jpg#1r1c,neutral
7591663030.jpg#1r1e,neutral
837919879.jpg#2r1c,entailment
837919879.jpg#2r1e,contradiction
837919879.jpg#2r1n,contradiction
3353278454.jpg#2r1n,entailment
3353278454.jpg#2r1e,neutral
3353278454.jpg#2r1c,contradiction
4696935973.jpg#1r1c,contradiction
4696935973.jpg#1r1n,entailment
4696935973.jpg#1r1e,neutral
3977684660.jpg#0r1n,neutral
3977684660.jpg#0r1e,neutral
3977684660.jpg#0r1c,entailment
4711694578.jpg#3r1n,neutral
4711694578.jpg#3r1c,neutral
4711694578.jpg#3r1e,neutral
4105944919.jpg#1r1n,entailment
4105944919.jpg#1r1c,entailment
4105944919.jpg#1r1e,contradiction
2612759786.jpg#0r1c,entailment
2612759786.jpg#0r1n,entailment
2612759786.jpg#0r1e,entailment
686293997.jpg#0r1n,neutral
686293997.jpg#0r1c,contradiction
686293997.jpg#0r1e,contradiction
2897978268.jpg#2r1n,neutral
2897978268.jpg#2r1e,neutral
2897978268.jpg#2r1c,contradiction
8151603778.jpg#4r1n,neutral
8151603778.jpg#4r1e,entailment
8151603778.jpg#4r1c,contradiction
8151603778.jpg#1r1e,contradiction
8151603778.jpg#1r1c,contradiction
8151603778.jpg#1r1n,neutral
8039814484.jpg#0r1n,entailment
8039814484.jpg#0r1e,neutral
8039814484.jpg#0r1c,entailment
5097453728.jpg#2r1c,neutral
5097453728.jpg#2r1e,neutral
5097453728.jpg#2r1n,entailment
571507143.jpg#3r1n,contradiction
571507143.jpg#3r1c,neutral
571507143.jpg#3r1e,entailment
3568918598.jpg#4r1c,entailment
3568918598.jpg#4r1e,contradiction
3568918598.jpg#4r1n,neutral
6175408029.jpg#4r1e,neutral
6175408029.jpg#4r1n,entailment
6175408029.jpg#4r1c,entailment
511749704.jpg#3r1c,contradiction
511749704.jpg#3r1e,entailment
511749704.jpg#3r1n,neutral
2135425492.jpg#1r1n,neutral
2135425492.jpg#1r1c,contradiction
2135425492.jpg#1r1e,contradiction
1131155939.jpg#4r1e,entailment
1131155939.jpg#4r1n,entailment
1131155939.jpg#4r1c,contradiction
4071668705.jpg#0r1e,contradiction
4071668705.jpg#0r1n,neutral
4071668705.jpg#0r1c,contradiction
3624771682.jpg#1r1e,entailment
3624771682.jpg#1r1c,neutral
3624771682.jpg#1r1n,neutral
2641049916.jpg#2r1n,neutral
2641049916.jpg#2r1c,entailment
2641049916.jpg#2r1e,contradiction
3301405384.jpg#0r1n,entailment
3301405384.jpg#0r1c,entailment
3301405384.jpg#0r1e,neutral
2037264035.jpg#0r1e,neutral
2037264035.jpg#0r1c,contradiction
2037264035.jpg#0r1n,entailment
4669598715.jpg#0r1c,contradiction
4669598715.jpg#0r1n,entailment
4669598715.jpg#0r1e,contradiction
3341117695.jpg#2r1e,neutral
3341117695.jpg#2r1n,entailment
3341117695.jpg#2r1c,contradiction
3341117695.jpg#3r1n,entailment
3341117695.jpg#3r1e,entailment
3341117695.jpg#3r1c,entailment
285208916.jpg#4r1c,entailment
285208916.jpg#4r1e,neutral
285208916.jpg#4r1n,neutral
4820830153.jpg#0r1n,entailment
4820830153.jpg#0r1c,neutral
4820830153.jpg#0r1e,contradiction
2468906010.jpg#3r1e,entailment
2468906010.jpg#3r1c,entailment
2468906010.jpg#3r1n,entailment
4183630653.jpg#0r1c,contradiction
4183630653.jpg#0r1e,neutral
4183630653.jpg#0r1n,entailment
6213858694.jpg#2r1n,contradiction
6213858694.jpg#2r1e,contradiction
6213858694.jpg#2r1c,entailment
3944169186.jpg#4r1n,contradiction
3944169186.jpg#4r1e,entailment
3944169186.jpg#4r1c,contradiction
6161755456.jpg#0r1n,contradiction
6161755456.jpg#0r1e,contradiction
6161755456.jpg#0r1c,neutral
134857559.jpg#1r1n,entailment
134857559.jpg#1r1e,contradiction
134857559.jpg#1r1c,contradiction
445348023.jpg#4r1e,contradiction
445348023.jpg#4r1n,contradiction
445348023.jpg#4r1c,contradiction
2189995738.jpg#0r1n,contradiction
2189995738.jpg#0r1e,contradiction
2189995738.jpg#0r1c,entailment
2132295466.jpg#1r1c,contradiction
2132295466.jpg#1r1e,contradiction
2132295466.jpg#1r1n,neutral
2226343167.jpg#0r1n,entailment
2226343167.jpg#0r1c,contradiction
2226343167.jpg#0r1e,entailment
1462460316.jpg#3r1n,neutral
1462460316.jpg#3r1e,contradiction
1462460316.jpg#3r1c,entailment
1460500597.jpg#4r1n,contradiction
1460500597.jpg#4r1c,contradiction
1460500597.jpg#4r1e,contradiction
5845214651.jpg#1r1c,contradiction
5845214651.jpg#1r1e,neutral
5845214651.jpg#1r1n,entailment
7942450860.jpg#4r1n,contradiction
7942450860.jpg#4r1c,contradiction
4917929879.jpg#1r1c,contradiction
4917929879.jpg#1r1n,entailment
4917929879.jpg#1r1e,neutral
4093896865.jpg#0r1c,entailment
4093896865.jpg#0r1e,neutral
4093896865.jpg#0r1n,entailment
3470129475.jpg#4r1e,contradiction
3470129475.jpg#4r1c,entailment
3470129475.jpg#4r1n,neutral
7074956741.jpg#2r1c,contradiction
7074956741.jpg#2r1e,neutral
7074956741.jpg#2r1n,contradiction
3025315215.jpg#0r1c,neutral
3025315215.jpg#0r1n,neutral
3025315215.jpg#0r1e,neutral
7245395128.jpg#0r1n,neutral
7245395128.jpg#0r1c,entailment
7245395128.jpg#0r1e,entailment
7149127777.jpg#4r1n,neutral
7149127777.jpg#4r1c,contradiction
7149127777.jpg#4r1e,neutral
533483374.jpg#3r1c,neutral
533483374.jpg#3r1e,contradiction
533483374.jpg#3r1n,contradiction
202174998.jpg#1r1c,entailment
202174998.jpg#1r1e,entailment
202174998.jpg#1r1n,contradiction
3963243135.jpg#1r1c,entailment
3963243135.jpg#1r1e,neutral
3963243135.jpg#1r1n,neutral
4636392873.jpg#2r1c,neutral
4636392873.jpg#2r1e,entailment
4636392873.jpg#2r1n,contradiction
3421480658.jpg#1r1c,entailment
3421480658.jpg#1r1e,neutral
369244499.jpg#4r1c,entailment
369244499.jpg#4r1n,neutral
369244499.jpg#4r1e,contradiction
6792342642.jpg#4r1c,neutral
6792342642.jpg#4r1e,neutral
6792342642.jpg#4r1n,neutral
369244499.jpg#1r1e,entailment
369244499.jpg#1r1c,contradiction
369244499.jpg#1r1n,contradiction
4756836245.jpg#2r1n,entailment
4756836245.jpg#2r1c,entailment
3136688093.jpg#2r1c,entailment
3136688093.jpg#2r1e,contradiction
3136688093.jpg#2r1n,neutral
392168458.jpg#0r1c,entailment
392168458.jpg#0r1e,contradiction
392168458.jpg#0r1n,neutral
7638344872.jpg#0r1c,contradiction
7638344872.jpg#0r1n,contradiction
7638344872.jpg#0r1e,neutral
4786291701.jpg#2r1c,contradiction
4786291701.jpg#2r1e,contradiction
4786291701.jpg#2r1n,neutral
3578318751.jpg#0r1c,contradiction
3578318751.jpg#0r1n,entailment
3578318751.jpg#0r1e,contradiction
4686530812.jpg#1r1n,neutral
4686530812.jpg#1r1c,contradiction
4686530812.jpg#1r1e,entailment
447800028.jpg#3r1e,contradiction
447800028.jpg#3r1c,entailment
447800028.jpg#3r1n,neutral
4638560669.jpg#0r1e,neutral
4638560669.jpg#0r1n,contradiction
4506403189.jpg#3r1e,contradiction
4506403189.jpg#3r1n,neutral
4506403189.jpg#3r1c,contradiction
3816107544.jpg#0r1e,entailment
3816107544.jpg#0r1c,contradiction
3816107544.jpg#0r1n,neutral
3336831820.jpg#1r1c,neutral
3336831820.jpg#1r1n,neutral
3336831820.jpg#1r1e,contradiction
4902026887.jpg#2r1e,contradiction
4902026887.jpg#2r1c,contradiction
4902026887.jpg#2r1n,neutral
2230813326.jpg#1r1c,contradiction
2230813326.jpg#1r1e,contradiction
2230813326.jpg#1r1n,contradiction
3439414478.jpg#4r1c,contradiction
3439414478.jpg#4r1e,entailment
3439414478.jpg#4r1n,entailment
485296499.jpg#2r1c,contradiction
485296499.jpg#2r1n,contradiction
485296499.jpg#2r1e,contradiction
7513836082.jpg#2r1n,entailment
7513836082.jpg#2r1e,neutral
7513836082.jpg#2r1c,entailment
327944239.jpg#0r1e,contradiction
327944239.jpg#0r1n,entailment
2366166967.jpg#4r1e,contradiction
2366166967.jpg#4r1c,entailment
2366166967.jpg#4r1n,contradiction
2847633529.jpg#0r1n,entailment
2847633529.jpg#0r1c,entailment
2847633529.jpg#0r1e,neutral
4138802340.jpg#2r1n,contradiction
4138802340.jpg#2r1e,contradiction
4138802340.jpg#2r1c,entailment
4950889937.jpg#0r1c,entailment
4950889937.jpg#0r1n,entailment
4950889937.jpg#0r1e,neutral
3476902807.jpg#0r1c,neutral
3476902807.jpg#0r1n,contradiction
3476902807.jpg#0r1e,contradiction
2394275528.jpg#0r1n,entailment
2394275528.jpg#0r1e,contradiction
2394275528.jpg#0r1c,neutral
4679648220.jpg#1r1n,entailment
4679648220.jpg#1r1e,entailment
4679648220.jpg#1r1c,entailment
4850764733.jpg#2r1c,entailment
4850764733.jpg#2r1e,contradiction
4850764733.jpg#2r1n,entailment
1229536824.jpg#4r1c,neutral
1229536824.jpg#4r1n,neutral
1229536824.jpg#4r1e,contradiction
1229536824.jpg#1r1c,contradiction
1229536824.jpg#1r1n,entailment
1229536824.jpg#1r1e,contradiction
293575531.jpg#4r1c,contradiction
293575531.jpg#4r1e,entailment
293575531.jpg#4r1n,neutral
1424237335.jpg#4r1e,neutral
1424237335.jpg#4r1c,contradiction
1424237335.jpg#4r1n,contradiction
2286624900.jpg#3r1e,entailment
2286624900.jpg#3r1c,neutral
2286624900.jpg#3r1n,neutral
4486440297.jpg#1r1c,entailment
4486440297.jpg#1r1e,entailment
4486440297.jpg#1r1n,entailment
2521062020.jpg#3r1c,contradiction
2521062020.jpg#3r1e,entailment
2521062020.jpg#3r1n,entailment
4313861353.jpg#1r1n,neutral
4313861353.jpg#1r1e,entailment
4313861353.jpg#1r1c,entailment
4799506211.jpg#3r1n,entailment
4799506211.jpg#3r1c,entailment
4799506211.jpg#3r1e,contradiction
6022784716.jpg#4r1c,entailment
6022784716.jpg#4r1n,neutral
6022784716.jpg#4r1e,neutral
3856178809.jpg#2r1n,neutral
3856178809.jpg#2r1c,neutral
3856178809.jpg#2r1e,contradiction
4529394646.jpg#1r1c,contradiction
4529394646.jpg#1r1e,neutral
4529394646.jpg#1r1n,neutral
4556897985.jpg#4r1n,neutral
4556897985.jpg#4r1e,contradiction
4556897985.jpg#4r1c,entailment
44904567.jpg#1r1e,neutral
44904567.jpg#1r1n,contradiction
44904567.jpg#1r1c,contradiction
44904567.jpg#4r1c,contradiction
44904567.jpg#4r1n,contradiction
44904567.jpg#4r1e,neutral
3877444622.jpg#3r1e,entailment
3877444622.jpg#3r1n,contradiction
3877444622.jpg#3r1c,neutral
4941462834.jpg#4r1c,contradiction
4941462834.jpg#4r1e,neutral
4941462834.jpg#4r1n,entailment
3699522388.jpg#2r1c,contradiction
3699522388.jpg#2r1n,neutral
3699522388.jpg#2r1e,contradiction
4395957776.jpg#1r1e,contradiction
4395957776.jpg#1r1c,neutral
4395957776.jpg#1r1n,contradiction
2860872588.jpg#2r1c,entailment
2860872588.jpg#2r1e,contradiction
2860872588.jpg#2r1n,neutral
3497236690.jpg#4r1n,entailment
3497236690.jpg#4r1e,neutral
3497236690.jpg#4r1c,contradiction
4511764901.jpg#2r1c,contradiction
4511764901.jpg#2r1n,entailment
4511764901.jpg#2r1e,entailment
275170445.jpg#2r1n,entailment
275170445.jpg#2r1c,neutral
275170445.jpg#2r1e,entailment
4091782118.jpg#1r1e,entailment
4091782118.jpg#1r1n,contradiction
4091782118.jpg#1r1c,neutral
152881593.jpg#3r1c,neutral
152881593.jpg#3r1e,entailment
152881593.jpg#3r1n,contradiction
1957701886.jpg#4r1e,entailment
1957701886.jpg#4r1n,neutral
1957701886.jpg#4r1c,neutral
3419555245.jpg#0r1n,neutral
3419555245.jpg#0r1e,neutral
3419555245.jpg#0r1c,contradiction
19469520.jpg#1r1c,neutral
19469520.jpg#1r1n,contradiction
19469520.jpg#1r1e,neutral
3867308040.jpg#0r1n,neutral
3867308040.jpg#0r1e,contradiction
3867308040.jpg#0r1c,neutral
7319142966.jpg#3r1n,neutral
7319142966.jpg#3r1c,entailment
7319142966.jpg#3r1e,entailment
7319142966.jpg#0r1e,neutral
7319142966.jpg#0r1c,contradiction
7319142966.jpg#0r1n,neutral
514461900.jpg#0r1n,contradiction
514461900.jpg#0r1e,contradiction
514461900.jpg#0r1c,neutral
2729147877.jpg#1r1n,contradiction
2729147877.jpg#1r1e,neutral
2729147877.jpg#1r1c,contradiction
3723690961.jpg#2r1c,contradiction
3723690961.jpg#2r1n,contradiction
3723690961.jpg#2r1e,neutral
4748496940.jpg#4r1c,contradiction
4748496940.jpg#4r1n,neutral
4748496940.jpg#4r1e,entailment
1260501563.jpg#2r1c,contradiction
1260501563.jpg#2r1e,entailment
1260501563.jpg#2r1n,entailment
4963263177.jpg#4r1e,neutral
4963263177.jpg#4r1c,neutral
4963263177.jpg#4r1n,entailment
4963263177.jpg#0r1n,contradiction
4963263177.jpg#0r1c,neutral
4963263177.jpg#0r1e,contradiction
4820986969.jpg#1r1e,neutral
4820986969.jpg#1r1c,neutral
4820986969.jpg#1r1n,neutral
260148263.jpg#1r1e,contradiction
260148263.jpg#1r1c,contradiction
260148263.jpg#1r1n,contradiction
2909982588.jpg#0r1e,entailment
2909982588.jpg#0r1n,contradiction
2909982588.jpg#0r1c,contradiction
1486399999.jpg#0r1e,entailment
1486399999.jpg#0r1n,entailment
1486399999.jpg#0r1c,neutral
2984961568.jpg#0r1e,contradiction
2984961568.jpg#0r1n,neutral
2984961568.jpg#0r1c,neutral
2984961568.jpg#2r1e,entailment
2984961568.jpg#2r1c,entailment
2984961568.jpg#2r1n,neutral
4821121646.jpg#2r1n,entailment
4821121646.jpg#2r1c,entailment
4821121646.jpg#2r1e,entailment
237212706.jpg#4r1n,entailment
237212706.jpg#4r1e,neutral
237212706.jpg#4r1c,entailment
708860480.jpg#0r1c,contradiction
708860480.jpg#0r1n,neutral
708860480.jpg#0r1e,contradiction
708860480.jpg#2r1e,neutral
708860480.jpg#2r1n,entailment
708860480.jpg#2r1c,neutral
4641889254.jpg#1r1n,neutral
4641889254.jpg#1r1e,entailment
4641889254.jpg#1r1c,contradiction
4255821890.jpg#0r1e,entailment
4255821890.jpg#0r1c,neutral
4255821890.jpg#0r1n,neutral
6251875212.jpg#0r1e,contradiction
6251875212.jpg#0r1n,entailment
6251875212.jpg#0r1c,contradiction
6141144133.jpg#0r1n,contradiction
6141144133.jpg#0r1c,neutral
6141144133.jpg#0r1e,neutral
3178385265.jpg#2r1e,entailment
3178385265.jpg#2r1n,neutral
3178385265.jpg#2r1c,entailment
4960164914.jpg#3r1c,neutral
4960164914.jpg#3r1e,neutral
4960164914.jpg#3r1n,contradiction
3329094415.jpg#1r1e,entailment
3329094415.jpg#1r1c,neutral
3329094415.jpg#1r1n,contradiction
2446928343.jpg#0r1n,entailment
2446928343.jpg#0r1e,entailment
2446928343.jpg#0r1c,contradiction
3736561898.jpg#0r1c,entailment
3736561898.jpg#0r1n,contradiction
6012139090.jpg#3r1c,contradiction
6012139090.jpg#3r1e,entailment
6012139090.jpg#3r1n,contradiction
2574683131.jpg#3r1n,neutral
2574683131.jpg#3r1c,contradiction
327944239.jpg#4r1c,contradiction
327944239.jpg#4r1e,contradiction
327944239.jpg#4r1n,contradiction
4698362761.jpg#2r1e,entailment
4698362761.jpg#2r1c,contradiction
4698362761.jpg#2r1n,entailment
542850900.jpg#1r1e,contradiction
542850900.jpg#1r1c,entailment
542850900.jpg#1r1n,contradiction
2758599631.jpg#4r1n,entailment
2758599631.jpg#4r1e,entailment
2758599631.jpg#4r1c,entailment
4804949713.jpg#2r1n,contradiction
4804949713.jpg#2r1e,contradiction
4804949713.jpg#2r1c,neutral
2632429064.jpg#4r1c,contradiction
2632429064.jpg#4r1n,neutral
2632429064.jpg#4r1e,entailment
2281254839.jpg#0r1e,entailment
2281254839.jpg#0r1c,contradiction
2281254839.jpg#0r1n,neutral
3141440149.jpg#2r1n,neutral
3141440149.jpg#2r1e,entailment
3141440149.jpg#2r1c,contradiction
2591110592.jpg#0r1c,contradiction
2591110592.jpg#0r1n,contradiction
2591110592.jpg#0r1e,neutral
1936972115.jpg#3r1e,contradiction
1936972115.jpg#3r1c,contradiction
1936972115.jpg#3r1n,neutral
1235681222.jpg#2r1c,neutral
1235681222.jpg#2r1e,neutral
1235681222.jpg#2r1n,contradiction
4689485382.jpg#4r1c,contradiction
4689485382.jpg#4r1e,contradiction
4689485382.jpg#4r1n,contradiction
6848277313.jpg#4r2e,entailment
6848277313.jpg#4r2n,neutral
6848277313.jpg#4r2c,contradiction
5924713518.jpg#3r1n,contradiction
5924713518.jpg#3r1c,contradiction
5924713518.jpg#3r1e,entailment
4525526342.jpg#4r1c,contradiction
4525526342.jpg#4r1n,neutral
4525526342.jpg#4r1e,contradiction
459560694.jpg#1r1e,neutral
459560694.jpg#1r1c,contradiction
459560694.jpg#1r1n,entailment
542389533.jpg#0r1n,neutral
542389533.jpg#0r1c,neutral
542389533.jpg#0r1e,entailment
4081678254.jpg#0r1c,entailment
4081678254.jpg#0r1n,neutral
4081678254.jpg#0r1e,entailment
3308132698.jpg#3r1n,neutral
3308132698.jpg#3r1c,neutral
3308132698.jpg#3r1e,contradiction
3485240754.jpg#0r1e,contradiction
3485240754.jpg#0r1c,entailment
3485240754.jpg#0r1n,neutral
4914829251.jpg#0r1e,contradiction
4914829251.jpg#0r1n,contradiction
4914829251.jpg#0r1c,entailment
484093882.jpg#0r1c,neutral
484093882.jpg#0r1e,contradiction
484093882.jpg#0r1n,entailment
263850317.jpg#3r1e,contradiction
263850317.jpg#3r1n,entailment
263850317.jpg#3r1c,entailment
